,Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition
207,207,gemüsebrühe,120 ml,"{""volumen"": 120, ""einheit"": ""ml""}","{""zutat"": ""Gem\u00fcsebr\u00fche"", ""eigenschaft"": ""gem\u00fcse""}",0.12,l,"{""detailed_info"": [[{""menge"": ""0.96g"", ""einheit"": ""l"", ""bezeichnung"": ""gemusebruhe"", ""erkannteZutat"": ""Gem\u00fcsebr\u00fche gek\u00f6rnt""}, {""ZF"": 68.16, ""ZE"": 148.8, ""ZK"": 118.08, ""ZA"": 0.0, ""GCAL"": 1.6895999999999998, ""QUALI"": -0.6503895399999998}]]}"
208,208,sahne,50 ml,"{""volumen"": 50, ""einheit"": ""ml""}","{""zutat"": ""Sahne""}",0.05,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""sahne"", ""erkannteZutat"": ""Sahne""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
209,209,speisestärke,5 g,"{""gewicht"": 5, ""einheit"": ""g""}","{""zutat"": ""Speisest\u00e4rke""}",5.0,g,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""g"", ""bezeichnung"": ""speisestarke"", ""erkannteZutat"": ""St\u00e4rke""}, {""ZF"": 4.0, ""ZE"": 21.55, ""ZK"": 4295.0, ""ZA"": 0.0, ""GCAL"": 17.55, ""QUALI"": 99999.0}]]}"
210,210,tomaten frisch,3 stück,"{""anzahl"": 3, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Tomate"", ""eigenschaft"": ""frisch""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""180.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""tomaten"", ""erkannteZutat"": ""Tomaten""}, {""ZF"": 378.0, ""ZE"": 1710.0, ""ZK"": 4680.0, ""ZA"": 0.0, ""GCAL"": 30.6, ""QUALI"": 99999.0}]]}"
211,211,schmand,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Schmand""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""schmand"", ""erkannteZutat"": ""Creme/Schmand""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.8597204600000001}]]}"
212,212,sahnemeerrettich,5 tl,"{""anzahl"": 5, ""einheit"": ""tl""}","{""zutat"": ""Meerrettich"", ""eigenschaft"": ""sahnig""}",0.025,l,
213,213,zitronensaft frisch gepresst,1 ½ el,"{""volumen"": ""1 \u00bd"", ""einheit"": ""el""}","{""zutat"": ""Zitronensaft"", ""eigenschaft"": ""gepresst""}",0.0225,l,"{""detailed_info"": [[{""menge"": ""1.2g"", ""einheit"": ""l"", ""bezeichnung"": ""zitronensaft"", ""erkannteZutat"": ""Zitrone Fruchtsaft""}, {""ZF"": 5.808, ""ZE"": 7.62, ""ZK"": 45.071999999999996, ""ZA"": 0.0, ""GCAL"": 0.444, ""QUALI"": 99999.0}]]}"
214,214,hackfleisch gemischt,380 g,"{""gewicht"": 380, ""einheit"": ""g""}","{""zutat"": ""Hackfleisch"", ""eigenschaft"": ""gemischt""}",380.0,g,"{""detailed_info"": [[{""menge"": ""380.0g"", ""einheit"": ""g"", ""bezeichnung"": ""hackfleisch gemischt"", ""erkannteZutat"": ""Schwein/Rind Hackfleisch roh""}, {""ZF"": 67016.8, ""ZE"": 71728.8, ""ZK"": 136.8, ""ZA"": 0.0, ""GCAL"": 885.4, ""QUALI"": 2.9310304600000006}]]}"
215,215,ei größe l,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Ei"", ""eigenschaft"": ""gro\u00df""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""l"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""H\u00fchnerei""}, {""ZF"": 5592.0, ""ZE"": 7110.0, ""ZK"": 918.0, ""ZA"": 0.0, ""GCAL"": 82.2, ""QUALI"": 99999.0}]]}"
216,216,magerquark im siebabgetropft,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Quark"", ""eigenschaft"": ""abgetropft""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""magerquark"", ""erkannteZutat"": ""Quark""}, {""ZF"": 124.5, ""ZE"": 6750.0, ""ZK"": 1600.0, ""ZA"": 0.0, ""GCAL"": 36.5, ""QUALI"": 1.44842046}]]}"
217,217,roher schinken,4 scheibe,"{""anzahl"": 4, ""einheit"": ""Scheibe""}","{""zutat"": ""Scheibe"", ""eigenschaft"": ""roh""}",4.0,stk,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""schinken"", ""erkannteZutat"": ""Schwein Schinkenspeck""}, {""ZF"": 15470.0, ""ZE"": 41424.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 304.0, ""QUALI"": 1.6148104600000002}]]}"
218,218,essiggurken,2 stück,"{""anzahl"": 2, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Essiggurke"", ""eigenschaft"": ""saure""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""essiggurken"", ""erkannteZutat"": ""Gew\u00fcrzgurken Sauerkonserve gekocht""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 2.1586904600000008}]]}"
219,219,rapsöl zum braten,5 el,"{""volumen"": 5, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps-""}",0.075,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""rapsol"", ""erkannteZutat"": ""R\u00fcb\u00f6l (Raps\u00f6l)""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.35420046000000005}]]}"
220,220,zwiebel frisch gewürfelt,1 ½ stück,"{""anzahl"": 1.5, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.5,stk,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 375.0, ""ZE"": 1765.5, ""ZK"": 7381.5, ""ZA"": 0.0, ""GCAL"": 42.0, ""QUALI"": 99999.0}]]}"
221,221,senf,2 tl,"{""volumen"": 2, ""einheit"": ""tl""}","{""zutat"": ""Senf""}",0.01,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""senf"", ""erkannteZutat"": ""Senf""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
222,222,rinderfond,5 el,"{""volumen"": 5, ""einheit"": ""el""}","{""zutat"": ""Rinderfond""}",0.075,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""rinderfond"", ""erkannteZutat"": ""Suppenfond Konserve""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
223,223,sauerrahm,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Sauerrahm""}",0.015,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""sauerrahm"", ""erkannteZutat"": ""Saure Sahne""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
224,224,zucker,1 prise,"{""anzahl"": 1, ""einheit"": ""prise"", ""zutat"": ""zucker""}","{""zutat"": ""Zucker"", ""eigenschaft"": ""Prise""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
225,225,rucola,125 g,"{""gewicht"": 125, ""einheit"": ""g""}","{""zutat"": ""Rucola""}",125.0,g,"{""detailed_info"": [[{""menge"": ""125.0g"", ""einheit"": ""g"", ""bezeichnung"": ""rucola"", ""erkannteZutat"": ""Rucola roh""}, {""ZF"": 875.0, ""ZE"": 3250.0, ""ZK"": 2625.0, ""ZA"": 0.0, ""GCAL"": 33.75, ""QUALI"": 1.25457046}]]}"
226,226,olivenöl,50 ml,"{""volumen"": 50, ""einheit"": ""ml""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""oliven""}",0.05,l,"{""detailed_info"": [[{""menge"": ""0.25g"", ""einheit"": ""l"", ""bezeichnung"": ""olivenol"", ""erkannteZutat"": ""Oliven\u00f6l""}, {""ZF"": 250.0, ""ZE"": 0.0, ""ZK"": 0.5, ""ZA"": 0.0, ""GCAL"": 2.21, ""QUALI"": 1.07093046}]]}"
227,227,pinienkerne,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Pinienkern"", ""eigenschaft"": ""50 g""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""pinienkerne"", ""erkannteZutat"": ""Pinienkern""}, {""ZF"": 25350.0, ""ZE"": 12000.0, ""ZK"": 3650.0, ""ZA"": 0.0, ""GCAL"": 287.5, ""QUALI"": 99999.0}]]}"
228,228,kräuter der provence,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Kr\u00e4uter"", ""eigenschaft"": ""aus Provence""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""krauter"", ""erkannteZutat"": ""Gew\u00fcrze aus Kr\u00e4utern""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
229,229,parmesan frisch gerieben,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Parmesan"", ""eigenschaft"": ""gerieben""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""parmesan"", ""erkannteZutat"": ""Parmesan""}, {""ZF"": 15282.0, ""ZE"": 15340.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 198.0, ""QUALI"": 99999.0}]]}"
230,230,gurkenessig,4 el,"{""volumen"": 4, ""einheit"": ""el""}","{""zutat"": ""Essig"", ""eigenschaft"": ""Gurken""}",0.06,l,
231,231,traubenzucker,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Traubenzucker""}",0.015,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""traubenzucker"", ""erkannteZutat"": ""Traubenzucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
232,232,rapsöl,4 el,"{""volumen"": 4, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps-""}",0.06,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""rapsol"", ""erkannteZutat"": ""R\u00fcb\u00f6l (Raps\u00f6l)""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.35420046000000005}]]}"
233,233,kräuter der provence,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Kr\u00e4uter"", ""eigenschaft"": ""provenzalisch""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""krauter"", ""erkannteZutat"": ""Gew\u00fcrze aus Kr\u00e4utern""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
234,234,salatgurke,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Salatgurke""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""salatgurke"", ""erkannteZutat"": ""Gurke""}, {""ZF"": 1000.0, ""ZE"": 3000.0, ""ZK"": 9050.0, ""ZA"": 0.0, ""GCAL"": 60.0, ""QUALI"": 99999.0}]]}"
235,235,zucker,2 el (gestrichen),"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Zucker"", ""eigenschaft"": ""gestrichen""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
236,236,wasser,250 ml,"{""volumen"": 250, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""fl\u00fcssig""}",0.25,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
237,237,branntweinessig,6 el,"{""volumen"": 6, ""einheit"": ""el""}","{""zutat"": ""Essig"", ""eigenschaft"": ""Branntwein-""}",0.09,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""branntweinessig"", ""erkannteZutat"": ""Branntweinessig""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
238,238,salz und pfeffer,etwas,"{""anzahl"": ""etwas"", ""einheit"": ""Prise"", ""typ"": ""salz""}","{""zutat"": ""Salz""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz und pfeffer"", ""erkannteZutat"": ""Speisesalz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
239,239,blumenkohl frisch,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Blumenkohl"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""blumenkohl"", ""erkannteZutat"": ""Blumenkohl roh""}, {""ZF"": 1400.0, ""ZE"": 12300.0, ""ZK"": 11700.0, ""ZA"": 0.0, ""GCAL"": 115.0, ""QUALI"": 1.53613046}]]}"
240,240,mehl,4 el,"{""anzahl"": 4, ""einheit"": ""el""}","{""zutat"": ""Mehl""}",0.06,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
241,241,eier,2 stück,"{""anzahl"": 2, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Ei"", ""eigenschaft"": ""frisch""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""H\u00fchnerei""}, {""ZF"": 9320.0, ""ZE"": 11850.0, ""ZK"": 1530.0, ""ZA"": 0.0, ""GCAL"": 137.0, ""QUALI"": 99999.0}]]}"
242,242,bier hell,50 ml,"{""volumen"": 50, ""einheit"": ""ml""}","{""zutat"": ""Bier"", ""eigenschaft"": ""hell""}",0.05,l,"{""detailed_info"": [[{""menge"": ""25.0g"", ""einheit"": ""l"", ""bezeichnung"": ""bier hell"", ""erkannteZutat"": ""Bier Hell""}, {""ZF"": 0.0, ""ZE"": 125.0, ""ZK"": 725.0, ""ZA"": 902.5, ""GCAL"": 9.75, ""QUALI"": 99999.0}]]}"
243,243,quark,200 g,"{""gewicht"": 200, ""einheit"": ""g""}","{""zutat"": ""Quark""}",200.0,g,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""g"", ""bezeichnung"": ""quark"", ""erkannteZutat"": ""Quark""}, {""ZF"": 498.0, ""ZE"": 27000.0, ""ZK"": 6400.0, ""ZA"": 0.0, ""GCAL"": 146.0, ""QUALI"": 99999.0}]]}"
244,244,vanillezucker,15 g,"{""gewicht"": 15, ""einheit"": ""g""}","{""zutat"": ""Vanillezucker""}",15.0,g,"{""detailed_info"": [[{""menge"": ""15.0g"", ""einheit"": ""g"", ""bezeichnung"": ""vanillezucker"", ""erkannteZutat"": ""Vanillezucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 14970.0, ""ZA"": 0.0, ""GCAL"": 60.75, ""QUALI"": 99999.0}]]}"
245,245,sahne oder milch,80 ml,"{""volumen"": 80, ""einheit"": ""ml""}","{""zutat"": ""Sahne""}",0.08,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""milch"", ""erkannteZutat"": ""Kuhmilch""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
246,246,sehr große erdbeeren,4 stück,"{""anzahl"": 4, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Erdbeere"", ""eigenschaft"": ""gro\u00df""}",4.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""erdbeeren"", ""erkannteZutat"": ""Erdbeere""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
247,247,bisquits rund,6 stück,"{""anzahl"": 6, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Bisquit"", ""eigenschaft"": ""rund""}",6.0,stk,
248,248,zucchini,80 g,"{""gewicht"": 80, ""einheit"": ""g""}","{""zutat"": ""Zucchini""}",80.0,g,"{""detailed_info"": [[{""menge"": ""80.0g"", ""einheit"": ""g"", ""bezeichnung"": ""zucchini"", ""erkannteZutat"": ""Zucchini roh""}, {""ZF"": 229.6, ""ZE"": 1624.0, ""ZK"": 1804.0, ""ZA"": 0.0, ""GCAL"": 16.8, ""QUALI"": 1.3953504600000002}]]}"
249,249,preiselbeeren aus dem glas,45 g,"{""gewicht"": 45, ""einheit"": ""g""}","{""zutat"": ""Preiselbeere"", ""eigenschaft"": ""aus dem Glas""}",45.0,g,"{""detailed_info"": [[{""menge"": ""45.0g"", ""einheit"": ""g"", ""bezeichnung"": ""preiselbeeren"", ""erkannteZutat"": ""Preiselbeere roh""}, {""ZF"": 238.5, ""ZE"": 126.0, ""ZK"": 2799.0, ""ZA"": 0.0, ""GCAL"": 15.75, ""QUALI"": 1.6769104600000002}]]}"
250,250,wasser,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Wasser""}",0.015,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
251,251,olivenöl,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""oliven""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.05g"", ""einheit"": ""l"", ""bezeichnung"": ""olivenol"", ""erkannteZutat"": ""Oliven\u00f6l""}, {""ZF"": 50.0, ""ZE"": 0.0, ""ZK"": 0.1, ""ZA"": 0.0, ""GCAL"": 0.442, ""QUALI"": 1.07093046}]]}"
252,252,camembert,35 g,"{""gewicht"": 35, ""einheit"": ""g""}","{""zutat"": ""Camembert""}",35.0,g,"{""detailed_info"": [[{""menge"": ""35.0g"", ""einheit"": ""g"", ""bezeichnung"": ""camembert"", ""erkannteZutat"": ""Camembert""}, {""ZF"": 7805.35, ""ZE"": 7350.0, ""ZK"": 35.7, ""ZA"": 0.0, ""GCAL"": 99.4, ""QUALI"": 99999.0}]]}"
253,253,schnittlauch,2 lange stengel,"{""anzahl"": 2, ""einheit"": ""St\u00fcck""}","{""zutat"": ""St\u00e4ngel"", ""eigenschaft"": ""lang""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""4.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""schnittlauch"", ""erkannteZutat"": ""Schnittlauch""}, {""ZF"": 29.6, ""ZE"": 143.2, ""ZK"": 63.6, ""ZA"": 0.0, ""GCAL"": 1.12, ""QUALI"": 99999.0}]]}"
254,254,baby spinat,70 g,"{""gewicht"": 70, ""einheit"": ""g""}","{""zutat"": ""Spinat"", ""eigenschaft"": ""baby""}",70.0,g,"{""detailed_info"": [[{""menge"": ""70.0g"", ""einheit"": ""g"", ""bezeichnung"": ""baby spinat"", ""erkannteZutat"": ""Baby-Pute roh""}, {""ZF"": 4753.0, ""ZE"": 15680.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 105.7, ""QUALI"": 0.69786046}]]}"
255,255,frühlingszwiebel frisch geschnitten,2 stk.,"{""anzahl"": 2, ""einheit"": ""stk.""}","{""zutat"": ""Fr\u00fchlingszwiebel"", ""eigenschaft"": ""geschnitten""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""fruhlingszwiebel"", ""erkannteZutat"": ""Lauchzwiebel roh""}, {""ZF"": 180.0, ""ZE"": 540.0, ""ZK"": 5100.0, ""ZA"": 0.0, ""GCAL"": 25.2, ""QUALI"": 1.6769104600000002}]]}"
256,256,spargelstangen weiß,2 stk.,"{""anzahl"": 2, ""einheit"": ""stk.""}","{""zutat"": ""Spargelstange"", ""eigenschaft"": ""wei\u00df""}",2.0,stk,
257,257,zitronensaft,1 schuss,"{""volumen"": 1, ""einheit"": ""schuss""}","{""zutat"": ""Zitronensaft"", ""eigenschaft"": ""Schuss""}",0.02,l,"{""detailed_info"": [[{""menge"": ""1.2g"", ""einheit"": ""l"", ""bezeichnung"": ""zitronensaft"", ""erkannteZutat"": ""Zitrone Fruchtsaft""}, {""ZF"": 5.808, ""ZE"": 7.62, ""ZK"": 45.071999999999996, ""ZA"": 0.0, ""GCAL"": 0.444, ""QUALI"": 99999.0}]]}"
258,258,zwiebel gewürfelt,0.75 stk.,"{""anzahl"": 0.75, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",0.75,stk,"{""detailed_info"": [[{""menge"": ""75.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 187.5, ""ZE"": 882.75, ""ZK"": 3690.75, ""ZA"": 0.0, ""GCAL"": 21.0, ""QUALI"": 99999.0}]]}"
259,259,speck durchwachsen,30 g,"{""gewicht"": 30, ""einheit"": ""g""}","{""zutat"": ""Speck"", ""eigenschaft"": ""durchwachsen""}",30.0,g,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""g"", ""bezeichnung"": ""speck"", ""erkannteZutat"": ""Schwein Speck roh ger\u00e4uchert""}, {""ZF"": 8667.3, ""ZE"": 4791.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 96.0, ""QUALI"": 99999.0}]]}"
260,260,putengeschnetzeltes,200 g,"{""gewicht"": 200, ""einheit"": ""g""}","{""zutat"": ""Geschnetzeltes"", ""eigenschaft"": ""Puten-""}",200.0,g,
261,261,radieschen,5 stk.,"{""anzahl"": 5, ""einheit"": ""stk.""}","{""zutat"": ""Radieschen""}",5.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""radieschen"", ""erkannteZutat"": ""Radieschen roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.53613046}]]}"
262,262,senf,1 teelöffel,"{""volumen"": 1, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Senf""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""senf"", ""erkannteZutat"": ""Senf""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
263,263,zwiebel gewürfelt,0.25 stk.,"{""anzahl"": 0.25, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",0.25,stk,"{""detailed_info"": [[{""menge"": ""25.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 62.5, ""ZE"": 294.25, ""ZK"": 1230.25, ""ZA"": 0.0, ""GCAL"": 7.0, ""QUALI"": 99999.0}]]}"
264,264,salz und pfeffer,1 prise,"{""anzahl"": 1, ""einheit"": ""prise"", ""zutat"": ""salz""}","{""zutat"": ""Salz""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz und pfeffer"", ""erkannteZutat"": ""Speisesalz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
265,265,essig,1 bestecklöffel,"{""volumen"": 1, ""einheit"": ""besteckl\u00f6ffel""}","{""zutat"": ""Essig""}",0.01,l,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""l"", ""bezeichnung"": ""essig"", ""erkannteZutat"": ""Essig""}, {""ZF"": 0.0, ""ZE"": 20.0, ""ZK"": 30.0, ""ZA"": 0.0, ""GCAL"": 0.95, ""QUALI"": 99999.0}]]}"
266,266,rapsöl,2 bestecklöffel,"{""anzahl"": 2, ""einheit"": ""besteckl\u00f6ffel""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps""}",0.02,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""rapsol"", ""erkannteZutat"": ""R\u00fcb\u00f6l (Raps\u00f6l)""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.35420046000000005}]]}"
