Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition,status,prompt_used,recognized_name
185,tomaten frisch,4 stück,"{""anzahl"": 4, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Tomate"", ""eigenschaft"": ""frisch""}",4.0,stück,"{""detailed_info"": [[{""menge"": ""240.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""tomate"", ""erkannteZutat"": ""Tomaten""}, {""ZF"": 504.0, ""ZE"": 2280.0, ""ZK"": 6240.0, ""ZA"": 0.0, ""GCAL"": 40.8, ""QUALI"": 1.1925104600000003}]]}",ok,4.0 stück Tomate,tomate
186,couscous,80 g,"{""gewicht"": 80, ""einheit"": ""g""}","{""zutat"": ""Couscous""}",80.0,g,"{""detailed_info"": [[{""menge"": ""80.0g"", ""einheit"": ""g"", ""bezeichnung"": ""couscous"", ""erkannteZutat"": ""Couscous roh""}, {""ZF"": 1360.0, ""ZE"": 9352.0, ""ZK"": 54952.0, ""ZA"": 0.0, ""GCAL"": 272.8, ""QUALI"": 1.3953504600000002}]]}",ok,80.0 g Couscous,couscous
187,feta gewürfelt,60 g,"{""gewicht"": 60, ""einheit"": ""g""}","{""zutat"": ""Feta"", ""eigenschaft"": ""gew\u00fcrfelt""}",60.0,g,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""g"", ""bezeichnung"": ""feta"", ""erkannteZutat"": ""Feta""}, {""ZF"": 14454.0, ""ZE"": 9408.0, ""ZK"": 486.0, ""ZA"": 0.0, ""GCAL"": 170.4, ""QUALI"": 99999.0}]]}",ok,60.0 g Feta,feta
188,gemüsebrühe,120 ml,"{""volumen"": 120, ""einheit"": ""ml""}","{""zutat"": ""Gem\u00fcsebr\u00fche""}",0.12,liter,"{""detailed_info"": [[{""menge"": ""0.96g"", ""einheit"": ""liter"", ""bezeichnung"": ""gemusebruhe"", ""erkannteZutat"": ""Gemüsebrühe gekörnt""}, {""ZF"": 68.16, ""ZE"": 148.8, ""ZK"": 118.08, ""ZA"": 0.0, ""GCAL"": 1.6895999999999998, ""QUALI"": -0.6503895399999998}]]}",ok,0.12 liter Gemüsebrühe,gemusebruhe
189,emmentaler,2 scheibe,"{""anzahl"": 2, ""einheit"": ""Scheibe""}","{""zutat"": ""Scheibe"", ""eigenschaft"": ""Emmentaler""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""2.0g"", ""einheit"": ""g"", ""bezeichnung"": ""emmentaler"", ""erkannteZutat"": ""Emmentaler""}, {""ZF"": 596.98, ""ZE"": 553.1, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 7.56, ""QUALI"": 99999.0}]]}",ok,2.0 g emmentaler,emmentaler
190,gurke frisch,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Gurke"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""gurke"", ""erkannteZutat"": ""Gurke""}, {""ZF"": 1000.0, ""ZE"": 3000.0, ""ZK"": 9050.0, ""ZA"": 0.0, ""GCAL"": 60.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Gurke,gurke
191,thunfisch salat mexikana,2 dosen,"{""anzahl"": 2, ""einheit"": ""dosen""}","{""zutat"": ""Dose"", ""eigenschaft"": ""mexikanisch""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""2.0g"", ""einheit"": ""g"", ""bezeichnung"": ""thunfisch salat mexikana"", ""erkannteZutat"": ""Thunfisch gegart""}, {""ZF"": 345.68, ""ZE"": 479.5, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 5.0, ""QUALI"": 1.07089046}]]}",ok,2.0 g thunfisch salat mexikana,thunfisch salat mexikana
192,blattspinat frisch,2 tasse,"{""anzahl"": 2, ""einheit"": ""tasse""}","{""zutat"": ""Spinat"", ""eigenschaft"": ""frisch""}",0.5,liter,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""spinat"", ""erkannteZutat"": ""Spinat roh""}, {""ZF"": 1500.0, ""ZE"": 14070.0, ""ZK"": 3050.0, ""ZA"": 0.0, ""GCAL"": 95.0, ""QUALI"": 1.25457046}]]}",ok,0.5 liter Spinat,spinat
193,ei gekocht,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck"", ""zutat"": ""ei""}","{""zutat"": ""Ei"", ""eigenschaft"": ""gekocht""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}",ok,1.0 stück Ei,ei
194,katenschinken feingewürfelt oderschinkenspeck,60 g,"{""gewicht"": 60, ""einheit"": ""g""}","{""zutat"": ""Schinken"", ""eigenschaft"": ""feingew\u00fcrfelt""}",60.0,g,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""g"", ""bezeichnung"": ""schinken"", ""erkannteZutat"": ""Schwein Schinkenspeck""}, {""ZF"": 4641.0, ""ZE"": 12427.2, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 91.2, ""QUALI"": 1.6148104600000002}]]}",ok,60.0 g Schinken,schinken
195,rapsöl,0.5 tl,"{""volumen"": 0.5, ""einheit"": ""tl""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps""}",0.0025,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 1000000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 8840.0, ""QUALI"": 99999.0}]]}",ok,0.0025 liter Öl,ol
196,olivenöl extra vergine,3 el,"{""volumen"": 3, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""extra vergine""}",0.045,liter,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 40000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 353.6, ""QUALI"": 99999.0}]]}",ok,0.045 liter Öl,ol
197,balsamico bianco,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Essig"", ""eigenschaft"": ""wei\u00df""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""essig"", ""erkannteZutat"": ""Essig""}, {""ZF"": 0.0, ""ZE"": 120.0, ""ZK"": 180.0, ""ZA"": 0.0, ""GCAL"": 5.7, ""QUALI"": 99999.0}]]}",ok,0.03 liter Essig,essig
198,senf mittelscharf,0.25 tl,"{""anzahl"": 0.25, ""einheit"": ""tl""}","{""zutat"": ""Senf"", ""eigenschaft"": ""mittelscharf""}",0.00125,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""senf"", ""erkannteZutat"": ""Senf""}, {""ZF"": 39990.0, ""ZE"": 60000.0, ""ZK"": 60000.0, ""ZA"": 0.0, ""GCAL"": 860.0, ""QUALI"": 99999.0}]]}",ok,0.00125 liter Senf,senf
199,zucker,0.5 tl,"{""volumen"": 0.5, ""einheit"": ""tl""}","{""zutat"": ""Zucker""}",0.0025,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 998000.0, ""ZA"": 0.0, ""GCAL"": 4050.0, ""QUALI"": 99999.0}]]}",ok,0.0025 liter Zucker,zucker
200,langkornreis,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Reis"", ""eigenschaft"": ""langk\u00f6rnig""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""reis"", ""erkannteZutat"": ""Reis roh""}, {""ZF"": 310.0, ""ZE"": 3680.0, ""ZK"": 38865.0, ""ZA"": 0.0, ""GCAL"": 175.5, ""QUALI"": 1.11379046}]]}",ok,50.0 g Reis,reis
201,gemüsebrühe,125 ml,"{""volumen"": 125, ""einheit"": ""ml""}","{""zutat"": ""Gem\u00fcsebr\u00fche""}",0.125,liter,"{""detailed_info"": [[{""menge"": ""0.96g"", ""einheit"": ""liter"", ""bezeichnung"": ""gemusebruhe"", ""erkannteZutat"": ""Gemüsebrühe gekörnt""}, {""ZF"": 68.16, ""ZE"": 148.8, ""ZK"": 118.08, ""ZA"": 0.0, ""GCAL"": 1.6895999999999998, ""QUALI"": -0.6503895399999998}]]}",ok,0.125 liter Gemüsebrühe,gemusebruhe
202,karotte gelb,30 g,"{""gewicht"": 30, ""einheit"": ""g""}","{""zutat"": ""Karotte"", ""eigenschaft"": ""gelb""}",30.0,g,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""g"", ""bezeichnung"": ""karotte"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 22.8, ""ZE"": 94.5, ""ZK"": 712.5, ""ZA"": 0.0, ""GCAL"": 3.6, ""QUALI"": -0.19605954000000003}]]}",ok,30.0 g Karotte,karotte
203,frühlingszwiebel - dasgrüne,20 g,"{""gewicht"": 20, ""einheit"": ""g""}","{""zutat"": ""Fr\u00fchlingszwiebel"", ""eigenschaft"": ""fr\u00fch""}",20.0,g,"{""detailed_info"": [[{""menge"": ""20.0g"", ""einheit"": ""g"", ""bezeichnung"": ""fruhlingszwiebel"", ""erkannteZutat"": ""Lauchzwiebel roh""}, {""ZF"": 60.0, ""ZE"": 180.0, ""ZK"": 1700.0, ""ZA"": 0.0, ""GCAL"": 8.4, ""QUALI"": 1.6769104600000002}]]}",ok,20.0 g Frühlingszwiebel,fruhlingszwiebel
204,knoblauchzehe geschält,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Knoblauchzehe"", ""eigenschaft"": ""gesch\u00e4lt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""knoblauchzehe"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}",ok,1.0 stück Knoblauchzehe,knoblauchzehe
205,rapsöl,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 10000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 88.4, ""QUALI"": 99999.0}]]}",ok,0.005 liter Öl,ol
206,paprikaschote rot - sehrgroß  ca    g,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Paprikaschote"", ""eigenschaft"": ""sehr gro\u00df""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""140.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""paprikaschote"", ""erkannteZutat"": ""Paprikaschoten roh""}, {""ZF"": 336.0, ""ZE"": 1512.0, ""ZK"": 4074.0, ""ZA"": 0.0, ""GCAL"": 26.6, ""QUALI"": 1.4210004600000001}]]}",ok,1.0 stück Paprikaschote,paprikaschote
207,gemüsebrühe,120 ml,"{""volumen"": 120, ""einheit"": ""ml""}","{""zutat"": ""Gem\u00fcsebr\u00fche"", ""eigenschaft"": ""gem\u00fcse""}",0.12,liter,"{""detailed_info"": [[{""menge"": ""0.96g"", ""einheit"": ""liter"", ""bezeichnung"": ""gemusebruhe"", ""erkannteZutat"": ""Gemüsebrühe gekörnt""}, {""ZF"": 68.16, ""ZE"": 148.8, ""ZK"": 118.08, ""ZA"": 0.0, ""GCAL"": 1.6895999999999998, ""QUALI"": -0.6503895399999998}]]}",ok,0.12 liter Gemüsebrühe,gemusebruhe
208,sahne,50 ml,"{""volumen"": 50, ""einheit"": ""ml""}","{""zutat"": ""Sahne""}",0.05,liter,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""sahne"", ""erkannteZutat"": ""Sahne""}, {""ZF"": 15850.5, ""ZE"": 1180.0, ""ZK"": 1635.0, ""ZA"": 0.0, ""GCAL"": 151.5, ""QUALI"": 99999.0}]]}",ok,0.05 liter Sahne,sahne
209,speisestärke,5 g,"{""gewicht"": 5, ""einheit"": ""g""}","{""zutat"": ""Speisest\u00e4rke""}",5.0,g,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""g"", ""bezeichnung"": ""speisestarke"", ""erkannteZutat"": ""Stärke""}, {""ZF"": 4.0, ""ZE"": 21.55, ""ZK"": 4295.0, ""ZA"": 0.0, ""GCAL"": 17.55, ""QUALI"": 99999.0}]]}",ok,5.0 g Speisestärke,speisestarke
210,tomaten frisch,3 stück,"{""anzahl"": 3, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Tomate"", ""eigenschaft"": ""frisch""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""180.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""tomate"", ""erkannteZutat"": ""Tomaten""}, {""ZF"": 378.0, ""ZE"": 1710.0, ""ZK"": 4680.0, ""ZA"": 0.0, ""GCAL"": 30.6, ""QUALI"": 1.1925104600000003}]]}",ok,3.0 stück Tomate,tomate
211,schmand,2 el,"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Schmand""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""schmand"", ""erkannteZutat"": ""Creme/Schmand""}, {""ZF"": 9000.3, ""ZE"": 750.0, ""ZK"": 720.0, ""ZA"": 0.0, ""GCAL"": 86.4, ""QUALI"": 0.8597204600000001}]]}",ok,0.03 liter Schmand,schmand
212,sahnemeerrettich,5 tl,"{""anzahl"": 5, ""einheit"": ""tl""}","{""zutat"": ""Meerrettich"", ""eigenschaft"": ""sahnig""}",0.025,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""meerrettich"", ""erkannteZutat"": ""Meerrettich""}, {""ZF"": 90.0, ""ZE"": 840.0, ""ZK"": 3501.0, ""ZA"": 0.0, ""GCAL"": 19.2, ""QUALI"": 99999.0}]]}",ok,0.025 liter Meerrettich,meerrettich
213,zitronensaft frisch gepresst,1 ½ el,"{""volumen"": ""1 \u00bd"", ""einheit"": ""el""}","{""zutat"": ""Zitronensaft"", ""eigenschaft"": ""gepresst""}",0.0225,liter,"{""detailed_info"": [[{""menge"": ""20.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zitronensaft"", ""erkannteZutat"": ""Zitrone Fruchtsaft""}, {""ZF"": 96.8, ""ZE"": 127.0, ""ZK"": 751.2, ""ZA"": 0.0, ""GCAL"": 7.4, ""QUALI"": 99999.0}]]}",ok,0.0225 liter Zitronensaft,zitronensaft
214,hackfleisch gemischt,380 g,"{""gewicht"": 380, ""einheit"": ""g""}","{""zutat"": ""Hackfleisch"", ""eigenschaft"": ""gemischt""}",380.0,g,"{""detailed_info"": [[{""menge"": ""380.0g"", ""einheit"": ""g"", ""bezeichnung"": ""hackfleisch"", ""erkannteZutat"": ""Schwein/Rind Hackfleisch roh""}, {""ZF"": 67016.8, ""ZE"": 71728.8, ""ZK"": 136.8, ""ZA"": 0.0, ""GCAL"": 885.4, ""QUALI"": 1.7885304600000003}]]}",ok,380.0 g Hackfleisch,hackfleisch
215,ei größe l,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Ei"", ""eigenschaft"": ""gro\u00df""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""ei"", ""erkannteZutat"": ""Hühnerei""}, {""ZF"": 4660.0, ""ZE"": 5925.0, ""ZK"": 765.0, ""ZA"": 0.0, ""GCAL"": 68.5, ""QUALI"": 99999.0}]]}",ok,1.0 stück Ei,ei
216,magerquark im siebabgetropft,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Quark"", ""eigenschaft"": ""abgetropft""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""quark"", ""erkannteZutat"": ""Quark""}, {""ZF"": 124.5, ""ZE"": 6750.0, ""ZK"": 1600.0, ""ZA"": 0.0, ""GCAL"": 36.5, ""QUALI"": 99999.0}]]}",ok,50.0 g Quark,quark
217,roher schinken,4 scheibe,"{""anzahl"": 4, ""einheit"": ""Scheibe""}","{""zutat"": ""Scheibe"", ""eigenschaft"": ""roh""}",4.0,stück,"{""detailed_info"": [[{""menge"": ""4.0g"", ""einheit"": ""g"", ""bezeichnung"": ""schinken"", ""erkannteZutat"": ""Schwein Schinkenspeck""}, {""ZF"": 309.4, ""ZE"": 828.48, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 6.08, ""QUALI"": 1.6148104600000002}]]}",ok,4.0 g roher schinken,schinken
218,essiggurken,2 stück,"{""anzahl"": 2, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Essiggurke"", ""eigenschaft"": ""saure""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""2.0g"", ""einheit"": ""g"", ""bezeichnung"": ""essiggurken"", ""erkannteZutat"": ""Gewürzgurken Sauerkonserve gekocht""}, {""ZF"": 3.06, ""ZE"": 21.18, ""ZK"": 52.36, ""ZA"": 0.0, ""GCAL"": 0.38, ""QUALI"": 2.1586904600000008}]]}",ok,2.0 g essiggurken,essiggurken
219,rapsöl zum braten,5 el,"{""volumen"": 5, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps-""}",0.075,liter,"{""detailed_info"": [[{""menge"": ""70.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 70000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 618.8, ""QUALI"": 99999.0}]]}",ok,0.075 liter Öl,ol
220,zwiebel frisch gewürfelt,1 ½ stück,"{""anzahl"": 1.5, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.5,stück,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 375.0, ""ZE"": 1765.5, ""ZK"": 7381.5, ""ZA"": 0.0, ""GCAL"": 42.0, ""QUALI"": 99999.0}]]}",ok,1.5 stück Zwiebel,zwiebel
221,senf,2 tl,"{""volumen"": 2, ""einheit"": ""tl""}","{""zutat"": ""Senf""}",0.01,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""senf"", ""erkannteZutat"": ""Senf""}, {""ZF"": 399.9, ""ZE"": 600.0, ""ZK"": 600.0, ""ZA"": 0.0, ""GCAL"": 8.6, ""QUALI"": 99999.0}]]}",ok,0.01 liter Senf,senf
222,rinderfond,5 el,"{""volumen"": 5, ""einheit"": ""el""}","{""zutat"": ""Rinderfond""}",0.075,liter,"{""detailed_info"": [[{""menge"": ""70.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""rinderfond"", ""erkannteZutat"": ""Suppenfond Konserve""}, {""ZF"": 1001.7, ""ZE"": 1262.1, ""ZK"": 724.5, ""ZA"": 0.0, ""GCAL"": 16.8, ""QUALI"": 99999.0}]]}",ok,0.075 liter Rinderfond,rinderfond
223,sauerrahm,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Sauerrahm""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""sauerrahm"", ""erkannteZutat"": ""Saure Sahne""}, {""ZF"": 1799.9, ""ZE"": 280.0, ""ZK"": 347.0, ""ZA"": 0.0, ""GCAL"": 18.7, ""QUALI"": 99999.0}]]}",ok,0.015 liter Sauerrahm,sauerrahm
224,zucker,1 prise,"{""anzahl"": 1, ""einheit"": ""prise"", ""zutat"": ""zucker""}","{""zutat"": ""Zucker"", ""eigenschaft"": ""Prise""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 998000.0, ""ZA"": 0.0, ""GCAL"": 4050.0, ""QUALI"": 99999.0}]]}",ok,0.0005 liter Zucker,zucker
225,rucola,125 g,"{""gewicht"": 125, ""einheit"": ""g""}","{""zutat"": ""Rucola""}",125.0,g,"{""detailed_info"": [[{""menge"": ""125.0g"", ""einheit"": ""g"", ""bezeichnung"": ""rucola"", ""erkannteZutat"": ""Rucola roh""}, {""ZF"": 875.0, ""ZE"": 3250.0, ""ZK"": 2625.0, ""ZA"": 0.0, ""GCAL"": 33.75, ""QUALI"": 1.25457046}]]}",ok,125.0 g Rucola,rucola
226,olivenöl,50 ml,"{""volumen"": 50, ""einheit"": ""ml""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""oliven""}",0.05,liter,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 50000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 442.0, ""QUALI"": 99999.0}]]}",ok,0.05 liter Öl,ol
227,pinienkerne,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Pinienkern"", ""eigenschaft"": ""50 g""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""pinienkern"", ""erkannteZutat"": ""Pinienkern""}, {""ZF"": 25350.0, ""ZE"": 12000.0, ""ZK"": 3650.0, ""ZA"": 0.0, ""GCAL"": 287.5, ""QUALI"": 99999.0}]]}",ok,50.0 g Pinienkern,pinienkern
228,kräuter der provence,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Kr\u00e4uter"", ""eigenschaft"": ""aus Provence""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""krauter"", ""erkannteZutat"": ""Gewürze aus Kräutern""}, {""ZF"": 1030.0, ""ZE"": 1100.0, ""ZK"": 4950.0, ""ZA"": 0.0, ""GCAL"": 33.8, ""QUALI"": 99999.0}]]}",ok,0.005 liter Kräuter,krauter
229,parmesan frisch gerieben,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Parmesan"", ""eigenschaft"": ""gerieben""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""parmesan"", ""erkannteZutat"": ""Parmesan""}, {""ZF"": 15282.0, ""ZE"": 15340.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 198.0, ""QUALI"": 99999.0}]]}",ok,50.0 g Parmesan,parmesan
230,gurkenessig,4 el,"{""volumen"": 4, ""einheit"": ""el""}","{""zutat"": ""Essig"", ""eigenschaft"": ""Gurken""}",0.06,liter,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""essig"", ""erkannteZutat"": ""Essig""}, {""ZF"": 0.0, ""ZE"": 240.0, ""ZK"": 360.0, ""ZA"": 0.0, ""GCAL"": 11.4, ""QUALI"": 99999.0}]]}",ok,0.06 liter Essig,essig
231,traubenzucker,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Traubenzucker""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""traubenzucker"", ""erkannteZutat"": ""Traubenzucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 9980.0, ""ZA"": 0.0, ""GCAL"": 40.5, ""QUALI"": 99999.0}]]}",ok,0.015 liter Traubenzucker,traubenzucker
232,rapsöl,4 el,"{""volumen"": 4, ""einheit"": ""el""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps-""}",0.06,liter,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 60000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 530.4, ""QUALI"": 99999.0}]]}",ok,0.06 liter Öl,ol
233,kräuter der provence,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Kr\u00e4uter"", ""eigenschaft"": ""provenzalisch""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""krauter"", ""erkannteZutat"": ""Gewürze aus Kräutern""}, {""ZF"": 1030.0, ""ZE"": 1100.0, ""ZK"": 4950.0, ""ZA"": 0.0, ""GCAL"": 33.8, ""QUALI"": 99999.0}]]}",ok,0.005 liter Kräuter,krauter
234,salatgurke,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Salatgurke""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""500.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""salatgurke"", ""erkannteZutat"": ""Gurke""}, {""ZF"": 1000.0, ""ZE"": 3000.0, ""ZK"": 9050.0, ""ZA"": 0.0, ""GCAL"": 60.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Salatgurke,salatgurke
235,zucker,2 el (gestrichen),"{""volumen"": 2, ""einheit"": ""el""}","{""zutat"": ""Zucker"", ""eigenschaft"": ""gestrichen""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 29940.0, ""ZA"": 0.0, ""GCAL"": 121.5, ""QUALI"": 99999.0}]]}",ok,0.03 liter Zucker,zucker
236,wasser,250 ml,"{""volumen"": 250, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""fl\u00fcssig""}",0.25,liter,"{""detailed_info"": [[{""menge"": ""250.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,0.25 liter Wasser,wasser
